individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,dryMassFraction,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent
NEON.PLA.D02.SCBI.00003,D02,JUNI,25,Juglans nigra L.,316.8,SCBI,38.895212,-78.142701,81.4,0.386,16.39,17.43,0.22,2.05,1.57,12.45,4.15,4.03,0.67,0.12,105.2,65.6,10.1,53.9,25.2,2.83,47.205
NEON.PLA.D02.SCBI.00011,D02,FRAM2,20.3,Fraxinus americana L.,316.8,SCBI,38.895212,-78.142701,95.2,0.446,15.53,23.03,0.29,1.09,1.49,11.02,3.3,2.82,0.3,0.18,48.7,71.4,10.8,30.5,24.4,2.12,47.24
NEON.PLA.D02.SCBI.00279,D02,FRAM2,25.1,Fraxinus americana L.,269.8,SCBI,38.900539,-78.161859,82,0.49,17.455,19.33,0.22,0.885,0.985,9.99,2.96,2.64,0.37,0.175,30.5,67.5,6.75,19.05,24.549999999999997,2.24,49.67
NEON.PLA.D02.SCBI.01103,D02,QUAL,21.3,Quercus alba L.,336.7,SCBI,38.887763,-78.147164,58.5,0.4,17.04,17.22,0.17,0.41,1.67,10.94,3.5,2.38,0.22,0.12,835.7,64.9,8.2,57.3,53.9,2.43,47.9
NEON.PLA.D02.SCBI.01151,D02,JUNI,24.1,Juglans nigra L.,312.6,SCBI,38.896935,-78.146456,65.1,0.376,16.3,14.53,0.16,1.68,1.98,9.52,3.01,3.2,0.55,0.11,67.5,53.2,25.1,46.9,16.5,2.25,47.51
NEON.PLA.D02.SCBI.01496,D02,LITU,27.8,Liriodendron tulipifera L.,314.3,SCBI,38.874379,-78.163985,93.5,0.458,17.5,21.68,0.21,0.77,1.95,12.01,4.05,2.7,0.46,0.14,241.8,61.4,9.7,13.4,22,2.26,47.18
NEON.PLA.D02.SCBI.01531,D02,QURU,27.3,Quercus rubra L.,314.3,SCBI,38.874379,-78.163985,108.7,0.482,27.5,19.91,0.14,0.47,0.83,10.49,3.06,2.39,0.17,0.12,824.6,53.1,6.3,33.5,18.1,2.78,51.18
NEON.PLA.D02.SCBI.01594,D02,CAOV3,4.3,Carya ovalis (Wangenh.) Sarg.,567.7,SCBI,38.883305,-78.120382,55.1,0.419,16.99,24.96,0.11,1.56,1.1,12.71,4.03,2.83,0.33,0.13,202.7,63,7.8,58.4,23.2,2.04,45.37
NEON.PLA.D02.SCBI.01630,D02,LITU,15,Liriodendron tulipifera L.,412.1,SCBI,38.884907,-78.13032,55.3,0.334,20.27,24.49,0.17,0.81,1.41,14.52,5.17,2.95,0.48,0.14,650.4,76.8,10.6,17.7,67.6,2.33,47.63
NEON.PLA.D02.SCBI.01655,D02,QURU,8.2,Quercus rubra L.,412.1,SCBI,38.884907,-78.13032,62.2,0.494,26.51,21.16,0.16,0.72,1.01,13.08,4.24,2.81,0.25,0.13,165.4,55,8.3,44.3,29.4,2.23,48.65
NEON.PLA.D02.SCBI.01917,D02,ACNEN,5.6,Acer negundo L. var. negundo,493.3,SCBI,38.88477,-78.12516,32.8,0.244,15.15,20.41,0.28,1.47,1.58,9.69,3.6,2.14,0.5,0.23,174.9,109.9,6.2,58.1,40.9,3.11,46.49
NEON.PLA.D02.SCBI.01925,D02,ACNEN,7.7,Acer negundo L. var. negundo,493.3,SCBI,38.88477,-78.12516,52.6,0.32,17.21,17.44,0.19,1.58,1.13,8.15,2.84,2.25,0.44,0.2,1010.5,69.8,6.1,69.8,33,2.82,48.27
NEON.PLA.D02.SCBI.02256,D02,LITU,15.7,Liriodendron tulipifera L.,397,SCBI,38.894261,-78.137200000000007,58.5,0.32,19.51,21.88,0.12,1.1,1.17,10.99,3.73,2.52,0.45,0.13,146.2,56.2,5.9,21.3,38,2.53,48.39
NEON.PLA.D02.SCBI.02267,D02,JUNI,14.4,Juglans nigra L.,397,SCBI,38.894261,-78.137200000000007,85.3,0.386,14.49,16.79,0.18,1.35,0.62,10.24,3.17,3.32,0.32,0.13,134.6,43.2,5.5,22.3,22.8,2.61,48.09
NEON.PLA.D02.SCBI.02369,D02,JUNI,13.6,Juglans nigra L.,415.9,SCBI,38.893934,-78.135517,54.2,0.345,10.93,21.44,0.26,1.3,2.17,14.8,4.91,4.01,0.36,0.12,1381.8,40,7.6,60.7,27.7,2.91,46.4
NEON.PLA.D02.SCBI.02392,D02,LITU,14.2,Liriodendron tulipifera L.,415.9,SCBI,38.893934,-78.135517,58,0.29,18.98,21.44,0.23,1.62,0.8,9.79,3.14,2.5,0.63,0.14,102.5,53.9,11.8,19.6,21.2,2.12,46.73
NEON.PLA.D02.SCBI.02549,D02,JUNI,24.3,Juglans nigra L.,365.1,SCBI,38.894615,-78.13964,84.5,0.39,17.86,16.27,0.14,0.89,1.47,12.56,3.64,3.47,0.39,0.11,499,62.5,8.4,40,28.3,2.4,48.63
NEON.PLA.D02.SCBI.02574,D02,LITU,24.7,Liriodendron tulipifera L.,365.1,SCBI,38.894615,-78.13964,83.6,0.339,19.48,18.72,0.125,1.09,0.9,11.97,3.76,2.59,0.6,0.13,1514.75,41.3,8.850000000000001,21.65,28.25,2.28,47.82
NEON.PLA.D02.SCBI.03296,D02,FRAM2,9.7,Fraxinus americana L.,359,SCBI,38.890566,-78.139431,87.8,0.447,17.42,26.509999999999998,0.2,0.87,1.27,10.3,2.91,2.65,0.21,0.15,835.6,62.7,5.6,33.2,26.7,2.22,47.56
NEON.PLA.D02.SCBI.03301,D02,JUNI,9.2,Juglans nigra L.,359,SCBI,38.890566,-78.139431,85.2,0.413,13.15,15.6,0.17,1.48,1.65,9.58,3.37,3.23,0.28,0.11,31.1,55.5,10.4,32.6,15,2.46,47.57
NEON.PLA.D02.SCBI.10954,D02,VITIS,7.4,Vitis sp.,415.9,SCBI,38.893934,-78.135517,41,0.32,9.96,17.44,0.23,1.82,1.37,17,6.44,3.66,0.27,0.16,114.8,54.6,6.4,58.7,23.4,2.89,44.79
NEON.PLA.D02.SCBI.13001,D02,QUVE,27.3,Quercus velutina Lam.,312.6,SCBI,38.896935,-78.146456,107.6,0.478,24.84,19.7,0.1,0.66,0.95,9.94,2.83,2.22,0.24,0.11,138.8,45.3,8.6,30.1,29.2,2.09,46.91
NEON.PLA.D02.SCBI.13002,D02,FRAM2,24,Fraxinus americana L.,312.6,SCBI,38.896935,-78.146456,99.2,0.489,16.52,22.98,0.17,0.99,1.31,8.86,2.68,2.06,0.28,0.17,312.5,75,8.1,41.8,29.5,1.92,48.87
NEON.PLA.D02.SCBI.13004,D02,QUAL,7,Quercus alba L.,269.8,SCBI,38.900539,-78.161859,86.7,0.506,18.81,20.38,0.15,0.58,0.52,11.63,3.58,2.55,0.34,0.12,241.5,38.7,3.6,75.2,12.4,2.55,49
NEON.PLA.D02.SCBI.13006,D02,VITIS,5.9,Vitis sp.,493.3,SCBI,38.88477,-78.12516,39.4,0.221,21.04,21.67,0.18,1.11,2.18,7.93,3.4,0.79,0.27,0.14,150.4,119.3,6.8,36.8,31.7,2.545,44.010000000000005
NEON.PLA.D02.SCBI.13008,D02,VITIS,1.8,Vitis sp.,359,SCBI,38.890566,-78.139431,85.7,0.402,16.69,14.5,0.2,1.46,0.67,7.24,2.26,2.04,0.37,0.14,123.4,51.1,10.9,20.6,20.6,2.045,46.68
NEON.PLA.D02.SCBI.13010Z,D02,QUMO4,25.7,Quercus montana Willd.,314.3,SCBI,38.874379,-78.163985,54.2,0.279,26.14,21.48,0.17,0.36,0.91,14.42,3.91,3.56,0.1,0.12,393.8,56.4,7.9,32.6,18.1,2.26,50.99
NEON.PLA.D02.SCBI.13011,D02,QUMO4,23.9,Quercus montana Willd.,336.7,SCBI,38.887763,-78.147164,81.7,0.448,23.33,20.29,0.13,0.37,0.94,11.76,3.41,2.56,0.13,0.15,266.7,65.4,10.8,30.5,18.2,2.66,50.44
NEON.PLA.D02.SCBI.13012,D02,QURU,29,Quercus rubra L.,336.7,SCBI,38.887763,-78.147164,93.2,0.477,29.01,19.25,0.16,0.92,0.91,11.51,4.12,2.54,0.31,0.13,471.9,45.7,7.2,43.3,12.7,2.2,49.18
NEON.PLA.D02.SCBI.13013,D02,LITU,16.9,Liriodendron tulipifera L.,366.4,SCBI,38.879732,-78.139901,41.2,0.263,12.28,30.16,0.135,1.25,2.245,11.33,4.06,2.47,0.845,0.12,224.3,81.05,11.55,20.6,23.450000000000003,2.17,45.41
NEON.PLA.D02.SCBI.13014,D02,LITU,17.9,Liriodendron tulipifera L.,366.4,SCBI,38.879732,-78.139901,57.1,0.285,21.16,24.75,0.14,1.55,1.56,11.93,3.89,2.77,0.64,0.13,199.5,87.7,8.7,20.9,27.4,2.14,45.6
NEON.PLA.D02.SCBI.13015,D02,SASSA,13.9,Sassafras sp.,397,SCBI,38.894261,-78.137200000000007,58,0.422,28.68,16.74,0.13,0.62,0.56,13.29,4.14,3.22,0.25,0.16,365.6,72.4,6.4,15,25.6,2.55,50.58
NEON.PLA.D02.SCBI.13017,D02,CATO6,6.3,Carya tomentosa (Lam.) Nutt.,412.1,SCBI,38.884907,-78.13032,42,0.414,12.71,25.29,0.18,1.17,1.21,21.33,6.91,4.97,0.35,0.15,99.8,53.7,5,40.8,22.2,2.78,46.43
NEON.PLA.D02.SCBI.13018,D02,QURU,14.9,Quercus rubra L.,567.7,SCBI,38.883305,-78.120382,89.4,0.512,26.64,18.93,0.12,0.67,1.04,13.76,4.59,3,0.18,0.11,1320,50.7,8.7,48,69.7,2.14,50.27
NEON.PLA.D02.SCBI.13019,D02,SASSA,6.1,Sassafras sp.,567.7,SCBI,38.883305,-78.120382,38.5,0.299,24.87,21.12,0.15,0.77,1.15,19.61,6.74,4.41,0.24,0.2,1002.9,61.2,6.2,27.7,29.4,2.89,49.62
NEON.PLA.D04.GUAN.00065,D04,GUOF,5.1,Guaiacum officinale L.,115.9,GUAN,17.968869,-66.867682,131.6,0.484,12.63,11.99,0.089,1.812,1.388,11.9,3.23,3.36,0.143,0.083,17.7,29.6,16.5,118.3,27,1.99,50.19
NEON.PLA.D04.GUAN.00138,D04,PIAL3,5.5,Pisonia albida (Heimerl) Britton ex Standl.,115.9,GUAN,17.968869,-66.867682,81.2,0.294,31.38,18.37,0.203,2.44,1.012,17.94,5,5.43,0.429,0.112,6.2,31.2,2.1,37.1,24.8,3.81,50.75
NEON.PLA.D04.GUAN.01211,D04,BUBU,5,Bucida buceras L.,124.8,GUAN,17.967743,-66.8643,116.8,0.494,10.03,27.04,0.097,0.897,3.491,9.08,1.93,2.48,0.193,0.049,36.7,43.5,11.4,104.7,22.2,1.72,44.83
NEON.PLA.D04.GUAN.01580,D04,AMEL,3.4,Amyris elemifera L.,89.1,GUAN,17.970294,-66.824633,154.6,0.551,9.6,18.15,0.095,2.133,2.54,11.5,2.85,3.88,0.178,0.064,16.8,47.6,9.3,46.2,17.8,1.92,47.47
NEON.PLA.D04.GUAN.01942,D04,BOURR,4.4,Bourreria sp.,89.1,GUAN,17.970294,-66.824633,127.5,0.407,8.5,23.75,0.061,2.053,3.439,13.2,3.68,3.88,0.436,0.072,16.2,64.2,10.3,73.4,16,1.62,45.21
NEON.PLA.D04.GUAN.02069,D04,BUSI,6.9,Bursera simaruba (L.) Sarg.,182.9,GUAN,17.973133,-66.861701,83.4,0.342,23.06,18.67,0.153,1.19,0.793,13.46,3.74,3.37,0.328,0.07,16.9,59.4,5.4,22.4,33.9,2.12,50.63
NEON.PLA.D04.GUAN.02073,D04,PIAL3,5.7,Pisonia albida (Heimerl) Britton ex Standl.,182.9,GUAN,17.973133,-66.861701,81,0.307,23.65,13.38,0.213,1.575,1.199,9.26,2.41,3.61,0.851,0.115,15.3,31.2,15.1,24.8,24.6,3.39,50.84
NEON.PLA.D04.GUAN.02440,D04,BUSI,6,Bursera simaruba (L.) Sarg.,174.7,GUAN,17.972832,-66.857711,76.2,0.323,19.11,17.4,0.134,1.225,1.094,15.22,3.97,3.57,0.247,0.069,27.7,50.1,6.4,56.6,30,2.045,49.239999999999995
NEON.PLA.D04.GUAN.02699,D04,GUSA,7.2,Guaiacum sanctum L.,146.9,GUAN,17.970725,-66.86397,136.6,0.46,11,17.83,0.092,1.497,2.673,13.48,3.42,3.82,0.197,0.141,0.2,3.1,0.1,9.4,4.7,2.89,48.75
NEON.PLA.D04.GUAN.02782A,D04,PIAL3,4.5,Pisonia albida (Heimerl) Britton ex Standl.,174.7,GUAN,17.972832,-66.857711,98.1,0.345,16.79,17.75,0.116,2.72,2.68,14.78,4.05,4.42,0.664,0.083,23.5,55.3,6.7,82.5,21.9,2.75,46.35
NEON.PLA.D04.GUAN.03365,D04,PIAL3,4.1,Pisonia albida (Heimerl) Britton ex Standl.,132.5,GUAN,17.96911,-66.864276,80.7,0.306,28.09,14.37,0.276,2.157,0.986,7.83,2.55,2.69,0.399,0.099,30.6,34,13.5,32.1,33.1,3.68,53.54
NEON.PLA.D04.GUAN.03369,D04,BUBU,4.7,Bucida buceras L.,132.5,GUAN,17.96911,-66.864276,121.3,0.451,8.53,29.54,0.075,0.887,3.427,12.34,3.53,3.36,0.23,0.052,31.2,48.2,4.5,83.8,27.3,1.66,43.5
NEON.PLA.D04.GUAN.04171,D04,BUSI,5.1,Bursera simaruba (L.) Sarg.,164.3,GUAN,17.968744,-66.880447,49.4,0.252,13.54,14.04,0.138,1.339,1.218,8.69,3.27,2.42,0.31,0.095,25.6,46.7,4.1,42,26.9,1.71,48.95
NEON.PLA.D04.GUAN.04185,D04,BUSI,2.6,Bursera simaruba (L.) Sarg.,164.3,GUAN,17.968744,-66.880447,46,0.235,14.85,15.11,0.245,2.2305,0.755,8.31,2.97,2.44,0.3885,0.0925,17.799999999999997,43.150000000000006,9.4,44.8,43.75,2.67,50.07
NEON.PLA.D04.GUAN.04232,D04,BUSI,3.2,Bursera simaruba (L.) Sarg.,101.3,GUAN,17.963818,-66.875668,13,0.262,16.96,17.6,0.225,1.418,0.681,8.24,3.23,2.83,0.228,0.09,24.5,42,8.6,24.4,38,2.12,51.07
NEON.PLA.D04.GUAN.04234,D04,GUOF,3.9,Guaiacum officinale L.,101.3,GUAN,17.963818,-66.875668,32.5,0.517,14.045,9.36,0.117,1.294,2.799,12.82,5.27,4.07,0.18,0.126,11,31.4,1.8,51.3,25.1,2.1,51.24
NEON.PLA.D04.GUAN.04332,D04,BUSI,5.2,Bursera simaruba (L.) Sarg.,133.5,GUAN,17.969254,-66.85267,46.2,0.243,16.17,15.53,0.179,1.638,0.753,8.66,2.55,2.71,0.213,0.08,20.5,25.5,5.8,26.1,22.2,2.225,50.16
NEON.PLA.D04.GUAN.04347,D04,BUSI,3,Bursera simaruba (L.) Sarg.,65.8,GUAN,17.965762,-66.832036,74.4,0.317,23.61,19.25,0.147,1.078,1.128,12.76,3.78,3.42,0.374,0.068,32.3,40.2,4.7,32.7,29.3,1.61,48.91
NEON.PLA.D04.GUAN.04354,D04,PIAC,4,Pictetia aculeata (Vahl) Urb.,65.8,GUAN,17.965762,-66.832036,92.4,0.373,10.08,15.92,0.145,1.849,1.069,12.22,3.25,3.33,0.387,0.068,41.1,72.1,7.2,25.1,57.7,2.5,47.12
NEON.PLA.D04.GUAN.04561,D04,JAFL,2.9,Jasminum fluminense Vell.,116.5,GUAN,17.97943,-66.867833,87.3,0.411,12.05,11.46,0.15,2.506,1.83,16.1,6.7,5.24,0.492,0.117,67.7,69.5,8.2,33,21.8,2.47,46.94
NEON.PLA.D04.GUAN.04695,D04,ACFA,4.3,Acacia farnesiana (L.) Willd.,116.5,GUAN,17.97943,-66.867833,103,0.469,12.88,14.84,0.187,1.337,1.346,9.78,2.58,3,0.239,0.207,66.1,92.9,23.8,170.8,30,3.48,48.67
NEON.PLA.D04.GUAN.05287,D04,BOSU2,3.7,Bourreria succulenta Jacq.,177.6,GUAN,17.972441,-66.871318,145.9,0.429,8.84,24.81,0.064,2.311,2.224,14.32,3.85,4.19,0.401,0.056,17.2,28.2,15.8,101.2,26.1,1.48,46.22
NEON.PLA.D04.GUAN.05593,D04,BUSI,4.2,Bursera simaruba (L.) Sarg.,132.5,GUAN,17.96911,-66.864276,39,0.205,15,15.9,0.253,1.983,0.559,6.06,1.99,2.29,0.285,0.093,38.2,48,18.4,32.5,43.8,2.44,48.91
NEON.PLA.D04.GUAN.08289,D04,BUSI,5.7,Bursera simaruba (L.) Sarg.,124.8,GUAN,17.967743,-66.8643,42.3,0.216,16.03,15.82,0.12,1.013,0.53,15.32,3.53,4.15,0.211,0.079,35.5,59.9,13.2,72.5,39.6,1.865,49.93
NEON.PLA.D04.GUAN.08786Z,D04,COKR,3.7,Coccoloba krugii Lindau,177.6,GUAN,17.972441,-66.871318,158.2,0.247,28.44,35.87,0.063,0.364,1.655,7.39,1.8,2.22,0.374,0.068,6.2,29.8,2,32.6,25.1,1.24,47.65
NEON.PLA.D04.GUAN.08788Z,D04,PIAC,7,Pictetia aculeata (Vahl) Urb.,133.5,GUAN,17.969254,-66.85267,108.7,0.424,13.27,19.81,0.107,1.576,1.39,17.68,4.73,3.9,0.207,0.073,35.6,61.1,9,30.7,38,2.74,47.96
NEON.PLA.D04.GUAN.08856Z,D04,CODI8,4,Coccoloba diversifolia Jacq.,65.8,GUAN,17.965762,-66.832036,129.1,0.462,19.46,20.91,0.228,1.027,3.14,10.96,2.67,2.99,0.627,0.096,34.4,43.4,5.1,38.6,29.5,1.47,46.51
NEON.PLA.D04.GUAN.08869Z,D04,EURH,6.2,Eugenia rhombea (Berg) Krug & Urb.,152.1,GUAN,17.97277,-66.851235,148.1,0.476,11.77,28.77,0.067,0.977,2.523,7.47,2.62,2.59,0.337,0.044,15.9,32,2.9,113.1,16.2,1.31,45.05
NEON.PLA.D04.GUAN.08870Z,D04,AMEL,2.4,Amyris elemifera L.,177.6,GUAN,17.972441,-66.871318,171,0.562,10.53,20.29,0.0615,1.0525,2.6254999999999997,7.74,2.31,2.65,0.14250000000000002,0.075,41.349999999999994,44.55,17,103.8,30.45,2.03,46.5
NEON.PLA.D04.GUAN.08877Z,D04,AMEL,5.6,Amyris elemifera L.,182.9,GUAN,17.973133,-66.861701,90.5,0.41,10.02,20.78,0.124,1.626,1.854,12.14,3.32,3.42,0.208,0.068,12.6,26.6,7.1,38.9,18.6,2.3,48.65
NEON.PLA.D05.STEI.00225,D05,QURU,8.4,Quercus rubra L.,500,STEI,45.826444,-90.086211,72.9,0.479,19.58,15,0.158,1.107,0.596,10.8,3.46,2.64,0.153,0.114,782.6,64.7,10.5,45.7,38,2.56,49.81
NEON.PLA.D05.STEI.01538,D05,TIAM,12.9,Tilia americana L.,505.9,STEI,45.812246,-90.092743,74.4,0.388,16.26,16.35,0.248,1.676,2.353,9.6,3.01,2.5,0.374,0.112,172.5,62.2,9,52.8,30.9,2.66,45.64
NEON.PLA.D05.STEI.01758,D05,POGR4,4.6,Populus grandidentata Michx.,472.4,STEI,45.506757,-89.58706,63.9,0.522,23.68,14.88,0.151,0.753,0.509,10.96,3.36,2.81,0.265,0.172,248.1,79.5,7,19,138.3,2.75,51.7
NEON.PLA.D05.STEI.01778,D05,ACRU,7.5,Acer rubrum L.,473.4,STEI,45.506171,-89.588579,71.6,0.431,15.03,15.22,0.272,0.841,0.476,5.91,1.85,1.43,0.21,0.09,1248.7,138,7.8,24.2,34.1,1.49,48.52
NEON.PLA.D05.STEI.01791,D05,OSVI,6.7,Ostrya virginiana (Mill.) K. Koch,505.9,STEI,45.812246,-90.092743,38,0.453,19.75,20.33,0.163,0.832,1.527,12.71,4.49,3.09,0.347,0.151,570.5,75.8,7.5,35.6,20.2,2.25,47.29
NEON.PLA.D05.STEI.02103,D05,OSVI,10.2,Ostrya virginiana (Mill.) K. Koch,522.3,STEI,45.797373,-90.092311,31.5,0.447,23.74,24.18,0.187,0.706,1.63,13.51,4.74,3.08,0.345,0.098,1350.6,82.5,8.8,29,25.5,2.48,47.34
NEON.PLA.D05.STEI.02111,D05,ACSA3,17.3,Acer saccharum Marshall,522.3,STEI,45.797373,-90.092311,62.6,0.43,14.37,16.95,0.003,0.753,0.896,11.41,3.53,3.02,0.16,0.101,798.9,61.1,5.8,1.1,42.1,1.79,48.45
NEON.PLA.D05.STEI.02147,D05,ACSA3,17.4,Acer saccharum Marshall,505.9,STEI,45.812246,-90.092743,92.4,0.512,14.63,13.58,0.17,0.594,1.149,6.1,1.67,2.21,0.233,0.063,361,52.7,4.2,31.4,30.8,1.61,48.35
NEON.PLA.D05.STEI.02177,D05,ACSA3,15,Acer saccharum Marshall,522.3,STEI,45.797373,-90.092311,66.7,0.438,14.78,13.42,0.161,0.677,1.084,10.5,3.02,2.81,0.199,0.099,940.7,79.2,8.6,41.1,33.7,1.79,48.03
NEON.PLA.D05.STEI.03102,D05,TIAM,13.7,Tilia americana L.,506,STEI,45.82204,-90.089055,67.9,0.412,16.59,16.57,0.316,1.027,1.517,9.36,3.32,1.96,0.432,0.063,215.3,58.6,16.1,59.2,34.2,2.55,48.18
NEON.PLA.D05.STEI.03112,D05,OSVI,4.7,Ostrya virginiana (Mill.) K. Koch,506,STEI,45.82204,-90.089055,40.3,0.545,27.02,19.62,0.177,0.642,1.522,7.44,2.38,1.84,0.275,0.101,1148,85.3,11.2,35.7,35.2,1.93,47.78
NEON.PLA.D05.STEI.03444,D05,ACSA3,14,Acer saccharum Marshall,503.3,STEI,45.824937,-90.072611,70.2,0.462,15.52,13.17,0.219,0.488,0.877,6.28,1.88,2.03,0.183,0.106,1219.4,56.5,6.3,41.1,34.7,1.51,49.67
NEON.PLA.D05.STEI.03466A,D05,ACRU,12.5,Acer rubrum L.,503.3,STEI,45.824937,-90.072611,57.6,0.423,13.3,13.34,0.235,0.705,0.605,12.65,3.74,3.27,0.258,0.079,1057,57.7,13.5,33.1,41.8,1.74,49.13
NEON.PLA.D05.STEI.03662,D05,ALNUS,3.5,Alnus sp.,480.5,STEI,45.834307,-90.085088,58.7,0.399,19.3,9.8,0.149,0.54,0.668,10.27,3.07,2.89,0.247,0.142,533,122.4,13.3,26.3,77.3,2.9,50.84
NEON.PLA.D05.STEI.03693,D05,ALNUS,3.7,Alnus sp.,480.5,STEI,45.834307,-90.085088,91.5,0.463,18.24,9.95,0.14,0.579,0.475,8.51,2.32,2.49,0.185,0.116,234.3,66.7,12.9,37.4,47.1,2.61,50.835
