individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent
NEON.PLA.D01.HARV.01053,D01,BELE,10.4,Betula lenta L.,190.6,HARV,42.424254,-72.258286,53.1,25.6,16.5,0.193,1.022,0.736,14,4.06,3.67,0.195,0.107,2764,78.6,6.3,34,71.8,2,49.37
NEON.PLA.D01.HARV.01054,D01,QURU,17.9,Quercus rubra L.,190.6,HARV,42.424254,-72.258286,91.2,20.88,15.87,0.125,0.627,0.954,6.26,1.54,1.8,0.156,0.11,1930.6,43.4,5.4,48,20.7,1.91,49.21
NEON.PLA.D01.HARV.01059,D01,ACRU,8.3,Acer rubrum L.,190.6,HARV,42.424254,-72.258286,70.3,14.21,16.41,0.172,0.696,0.655,10.94,3.13,2.89,0.127,0.095,1647.5,44.5,6.8,39.2,1.8,1.6,48.37
NEON.PLA.D01.HARV.01135,D01,ACSA3,14.8,Acer saccharum Marshall,184.3,HARV,42.39229,-72.25461,68.6,10.91,14.54,0.197,0.915,0.897,16.64,5.03,4.95,0.079,0.175,1228.8,56.7,5.2,51,10.8,1.73,47.31
NEON.PLA.D01.HARV.01137,D01,PIST,18.6,Pinus strobus L.,184.3,HARV,42.39229,-72.25461,188.6,18.55,18.07,0.127,0.34,0.29,9.56,2.89,2.29,0.115,0.1,616.6,38.5,4.7,18.6,40.7,1.41,51.855000000000004
NEON.PLA.D01.HARV.01146,D01,QURU,22.8,Quercus rubra L.,184.3,HARV,42.39229,-72.25461,98.3,12.77,14.53,0.139,0.389,0.632,16.68,3.56,4.06,0.129,0.112,1329.8,33.7,4.8,25.5,15.4,1.87,48.22
NEON.PLA.D01.HARV.01163,D01,QUVE,14.5,Quercus velutina Lam.,188.5,HARV,42.403097,-72.253722,95.9,21.21,17.11,0.144,0.451,0.509,11.68,2.16,3.14,0.24,0.105,2031.1,38.2,4.3,43.3,11.2,1.65,49.41
NEON.PLA.D01.HARV.01176,D01,QUAL,12.2,Quercus alba L.,188.5,HARV,42.403097,-72.253722,87.9,12.75,16.65,0.155,0.531,0.373,19.92,5.15,5.54,0.121,0.132,1271.1,45.1,6.3,56.4,3.8,1.91,44.29
NEON.PLA.D01.HARV.01226,D01,PIST,18.8,Pinus strobus L.,188.1,HARV,42.434194,-72.198778,200.3,17.49,17.21,0.155,0.373,0.268,12.56,3.73,2.74,0.108,0.096,517.9,46.6,3.5,15.9,12.9,1.38,52.35
NEON.PLA.D01.HARV.01397,D01,PIST,16.7,Pinus strobus L.,206.5,HARV,42.424733,-72.2546,169,17.435000000000002,17.94,0.102,0.355,0.198,8.24,3,2.17,0.106,0.103,312.8,51.5,2.7,19.4,9.5,1.22,51.54
NEON.PLA.D01.HARV.01410,D01,PIST,17.2,Pinus strobus L.,188.1,HARV,42.434194,-72.198778,186.2,18.39,17.22,0.163,0.39,0.308,10.26,2.94,2.22,0.126,0.098,605.9,40.6,4.1,13.4,26.5,1.27,51.74
NEON.PLA.D01.HARV.01422,D01,PIST,18.4,Pinus strobus L.,188.1,HARV,42.434194,-72.198778,189.4,21.4,18.93,0.16199999999999998,0.36350000000000005,0.2855,12.48,3.44,2.85,0.1285,0.0965,562.9,34.55,4.2,29.25,38.8,1.24,52.06
NEON.PLA.D01.HARV.01532,D01,QURU,20.3,Quercus rubra L.,187.7,HARV,42.48948,-72.2752,103.7,23.09,16.94,0.101,0.472,0.664,8.18,1.63,2.56,0.163,0.113,2122.5,54.3,5.1,38.9,4.4,1.935,50.005
NEON.PLA.D01.HARV.01545,D01,QURU,17.3,Quercus rubra L.,187.7,HARV,42.48948,-72.2752,105.8,23.32,17.01,0.112,0.484,0.809,7.44,1.59,1.99,0.157,0.115,1910.6,44.7,4.3,34.4,13.8,1.85,50.36
NEON.PLA.D01.HARV.01559,D01,ACRU,13.9,Acer rubrum L.,187.7,HARV,42.48948,-72.2752,88.4,11.14,12.68,0.119,0.428,0.529,7.86,2.11,2.01,0.155,0.092,1401.1,43.6,8.6,39.4,15.9,1.37,48.85
NEON.PLA.D01.HARV.01650,D01,TSCA,5.5,Tsuga canadensis (L.) Carrière,206.5,HARV,42.424733,-72.2546,123.3,11.7,17.35,0.164,0.706,0.238,10.32,4.28,3.68,0.108,0.114,340.8,41,3.7,28.7,3.6,1.65,51.3
NEON.PLA.D01.HARV.01660,D01,QURU,19.6,Quercus rubra L.,206.5,HARV,42.424733,-72.2546,99.3,17.08,15.06,0.09,0.401,0.927,10.6,1.92,3.25,0.177,0.099,1018.5,51,3.5,53,16.7,1.57,49.76
NEON.PLA.D01.HARV.01779,D01,QURU,17.3,Quercus rubra L.,188.5,HARV,42.403097,-72.253722,109.1,18.77,15.19,0.1165,0.3865,0.4865,21.6,5.88,5.4,0.1835,0.113,1863.9,46.9,5.05,54,15.600000000000001,1.81,49.02
NEON.PLA.D01.HARV.01928,D01,ACRU,19.5,Acer rubrum L.,199.7,HARV,42.427091,-72.229737,95.2,11.44,11.12,0.13,0.47,0.841,17.52,4.95,4.76,0.212,0.115,1978.3,52.6,18.2,46.7,18.4,1.84,48.61
NEON.PLA.D01.HARV.01937,D01,QUAL,17.2,Quercus alba L.,199.7,HARV,42.427091,-72.229737,94.7,9.87,15.23,0.091,0.414,0.756,23.32,5.45,5.75,0.184,0.129,1199.4,48,6.9,33.3,3.2,2.25,47.6
NEON.PLA.D01.HARV.02027,D01,ACER,17.1,Acer sp.,225.4,HARV,42.436767,-72.228878,57.3,12.9,15.74,0.082,0.433,1.193,14.58,4.01,3.86,0.158,0.138,818.7,64.4,3.5,34.5,3.2,1.43,48.87
NEON.PLA.D01.HARV.02044,D01,ACRU,24.6,Acer rubrum L.,225.4,HARV,42.436767,-72.228878,108.7,15.54,11.19,0.082,0.316,0.736,8.58,1.92,2.19,0.144,0.101,707.1,72.2,4.4,16.2,13,1.34,51.56
NEON.PLA.D01.HARV.02549,D01,PIST,18.2,Pinus strobus L.,174.6,HARV,42.45244,-72.2505,177.1,22.72,18.8,0.103,0.268,0.149,11.48,2.92,2.68,0.096,0.091,485.6,40.6,2.4,17.6,10.3,1.17,53.11
NEON.PLA.D01.HARV.02829,D01,ACRU,3.9,Acer rubrum L.,174.6,HARV,42.45244,-72.2505,84.2,10.56,11.45,0.11,0.475,0.609,12.52,3.33,3.13,0.154,0.102,1254.6,51.9,7.3,34.5,4.1,1.57,48.83
NEON.PLA.D01.HARV.03223,D01,BELE,13.3,Betula lenta L.,192.6,HARV,42.478578,-72.259572,62.7,24.08,14.01,0.12,0.928,0.67,10.66,2.82,2.95,0.218,0.109,914.9,56.5,5.7,37.5,52,2.07,52.28
NEON.PLA.D01.HARV.03230,D01,BELE,7.2,Betula lenta L.,192.6,HARV,42.478578,-72.259572,58.7,27.66,16.72,0.148,0.959,0.52,14.38,4.14,3.95,0.236,0.11,931.5,59,5.9,42.9,30.4,2.17,51.97
NEON.PLA.D01.HARV.03231,D01,QURU,11.5,Quercus rubra L.,192.6,HARV,42.478578,-72.259572,71.1,16.51,17.22,0.087,0.596,0.849,15.64,3.97,4.18,0.171,0.156,947.1,41.7,4.5,46.9,16,1.93,49.28
NEON.PLA.D01.HARV.04552,D01,TSCA,11.6,Tsuga canadensis (L.) Carrière,366.1,HARV,42.539971,-72.178087,122,9.75,15.89,0.22,0.752,0.385,8.79,2.65,3.17,0.144,0.105,551.3,38,3,46.4,1.8,1.19,51.08
NEON.PLA.D01.HARV.04566A,D01,BELE,11.6,Betula lenta L.,366.1,HARV,42.539971,-72.178087,65.4,22.65,15.57,0.261,1.453,0.155,7.24,1.99,2.28,0.07,0.097,228,51.1,4.4,25,24.5,1.73,50.64
NEON.PLA.D01.HARV.04568,D01,ACRU,11,Acer rubrum L.,366.1,HARV,42.539971,-72.178087,67.6,11.87,13.75,0.32,0.775,0.343,13.82,3.93,3.64,0.147,0.107,347.8,38,6.7,28.6,6.1,1.65,50.26
NEON.PLA.D01.HARV.05180,D01,TSCA,17.3,Tsuga canadensis (L.) Carrière,364.6,HARV,42.537318,-72.17932,119.2,11.7,15.42,0.11599999999999999,0.6065,0.1395,6.8,1.86,2.34,0.109,0.113,269.1,57.3,3.5,61.35,4.85,1.19,50.88
NEON.PLA.D01.HARV.05181,D01,ACRU,17.6,Acer rubrum L.,364.6,HARV,42.537318,-72.17932,102.6,18.29,9.44,0.089,0.498,0.412,15.94,4.8,4.58,0.146,0.102,554.2,34.5,8.3,38.9,4.8,1.5,50.89
NEON.PLA.D01.HARV.05186,D01,TSCA,17.7,Tsuga canadensis (L.) Carrière,364.6,HARV,42.537318,-72.17932,138.8,10.81,17.26,0.141,0.759,0.244,6.51,2.74,2.65,0.095,0.109,503.4,35.8,3.3,9.3,38.6,1.31,50.985
NEON.PLA.D01.HARV.05399,D01,PINUS,25.8,Pinus sp.,372.9,HARV,42.535693,-72.177962,324.7,17.86,18.76,0.099,0.46,0.185,4.87,1.16,1.24,0.117,0.085,644.1,34.8,2.5,17.7,17.9,1.12,52.1
NEON.PLA.D01.HARV.05459,D01,PINUS,22.9,Pinus sp.,372.9,HARV,42.535693,-72.177962,289.9,19.02,20.18,0.097,0.563,0.099,2.97,0.92,0.83,0.098,0.072,484.2,32,3.1,20.5,14.3,1.02,52.1
NEON.PLA.D01.HARV.05483,D01,PINUS,26.4,Pinus sp.,372.9,HARV,42.535693,-72.177962,260,17.91,19.14,0.119,0.537,0.245,4.99,1.23,1.31,0.129,0.075,826.2,33.4,2.7,22.2,23.3,1.08,52.6
NEON.PLA.D01.HARV.05565,D01,PIST,17.6,Pinus strobus L.,174.6,HARV,42.45244,-72.2505,155.1,24.32,21.04,0.125,0.306,0.16,9.78,2.46,2.31,0.105,0.083,524.8,35.1,3,17.9,21.3,1.15,51.73
NEON.PLA.D01.HARV.05625,D01,ACRU,12.4,Acer rubrum L.,359,HARV,42.53831,-72.175606,52.5,11.005,15.14,0.191,0.994,0.446,17.66,5.6,4.39,0.149,0.1,592.3,46.5,5.8,28.4,3.3,1.58,48.51
NEON.PLA.D01.HARV.05632,D01,FRAM2,21.7,Fraxinus americana L.,359,HARV,42.53831,-72.175606,81.6,12.71,25.4,0.255,1.454,0.887,13.08,3.72,3.91,0.287,0.283,40.1,50.3,13.4,38.1,9.6,1.74,47.28
NEON.PLA.D01.HARV.05643,D01,PIAB,21.5,Picea abies (L.) Karst.,359,HARV,42.53831,-72.175606,336.4,15.78,20.89,0.142,1.191,0.253,7.81,2.41,2.14,0.074,0.082,627.2,35.5,2.4,29.6,17.9,0.97,49.23
NEON.PLA.D02.SCBI.00003,D02,JUNI,25,Juglans nigra L.,316.8,SCBI,38.895212,-78.142701,81.4,16.39,17.43,0.22,2.05,1.57,12.45,4.15,4.03,0.67,0.12,105.2,65.6,10.1,53.9,25.2,2.83,47.205
NEON.PLA.D02.SCBI.00011,D02,FRAM2,20.3,Fraxinus americana L.,316.8,SCBI,38.895212,-78.142701,95.2,15.53,23.03,0.29,1.09,1.49,11.02,3.3,2.82,0.3,0.18,48.7,71.4,10.8,30.5,24.4,2.12,47.24
NEON.PLA.D02.SCBI.00279,D02,FRAM2,25.1,Fraxinus americana L.,269.8,SCBI,38.900539,-78.161859,82,17.455,19.33,0.22,0.885,0.985,9.99,2.96,2.64,0.37,0.175,30.5,67.5,6.75,19.05,24.549999999999997,2.24,49.67
NEON.PLA.D02.SCBI.01103,D02,QUAL,21.3,Quercus alba L.,336.7,SCBI,38.887763,-78.147164,58.5,17.04,17.22,0.17,0.41,1.67,10.94,3.5,2.38,0.22,0.12,835.7,64.9,8.2,57.3,53.9,2.43,47.9
NEON.PLA.D02.SCBI.01151,D02,JUNI,24.1,Juglans nigra L.,312.6,SCBI,38.896935,-78.146456,65.1,16.3,14.53,0.16,1.68,1.98,9.52,3.01,3.2,0.55,0.11,67.5,53.2,25.1,46.9,16.5,2.25,47.51
NEON.PLA.D02.SCBI.01496,D02,LITU,27.8,Liriodendron tulipifera L.,314.3,SCBI,38.874379,-78.163985,93.5,17.5,21.68,0.21,0.77,1.95,12.01,4.05,2.7,0.46,0.14,241.8,61.4,9.7,13.4,22,2.26,47.18
NEON.PLA.D02.SCBI.01531,D02,QURU,27.3,Quercus rubra L.,314.3,SCBI,38.874379,-78.163985,108.7,27.5,19.91,0.14,0.47,0.83,10.49,3.06,2.39,0.17,0.12,824.6,53.1,6.3,33.5,18.1,2.78,51.18
NEON.PLA.D02.SCBI.01594,D02,CAOV3,4.3,Carya ovalis (Wangenh.) Sarg.,567.7,SCBI,38.883305,-78.120382,55.1,16.99,24.96,0.11,1.56,1.1,12.71,4.03,2.83,0.33,0.13,202.7,63,7.8,58.4,23.2,2.04,45.37
NEON.PLA.D02.SCBI.01630,D02,LITU,15,Liriodendron tulipifera L.,412.1,SCBI,38.884907,-78.13032,55.3,20.27,24.49,0.17,0.81,1.41,14.52,5.17,2.95,0.48,0.14,650.4,76.8,10.6,17.7,67.6,2.33,47.63
NEON.PLA.D02.SCBI.01655,D02,QURU,8.2,Quercus rubra L.,412.1,SCBI,38.884907,-78.13032,62.2,26.51,21.16,0.16,0.72,1.01,13.08,4.24,2.81,0.25,0.13,165.4,55,8.3,44.3,29.4,2.23,48.65
NEON.PLA.D02.SCBI.01917,D02,ACNEN,5.6,Acer negundo L. var. negundo,493.3,SCBI,38.88477,-78.12516,32.8,15.15,20.41,0.28,1.47,1.58,9.69,3.6,2.14,0.5,0.23,174.9,109.9,6.2,58.1,40.9,3.11,46.49
NEON.PLA.D02.SCBI.01925,D02,ACNEN,7.7,Acer negundo L. var. negundo,493.3,SCBI,38.88477,-78.12516,52.6,17.21,17.44,0.19,1.58,1.13,8.15,2.84,2.25,0.44,0.2,1010.5,69.8,6.1,69.8,33,2.82,48.27
NEON.PLA.D02.SCBI.02256,D02,LITU,15.7,Liriodendron tulipifera L.,397,SCBI,38.894261,-78.137200000000007,58.5,19.51,21.88,0.12,1.1,1.17,10.99,3.73,2.52,0.45,0.13,146.2,56.2,5.9,21.3,38,2.53,48.39
NEON.PLA.D02.SCBI.02267,D02,JUNI,14.4,Juglans nigra L.,397,SCBI,38.894261,-78.137200000000007,85.3,14.49,16.79,0.18,1.35,0.62,10.24,3.17,3.32,0.32,0.13,134.6,43.2,5.5,22.3,22.8,2.61,48.09
NEON.PLA.D02.SCBI.02369,D02,JUNI,13.6,Juglans nigra L.,415.9,SCBI,38.893934,-78.135517,54.2,10.93,21.44,0.26,1.3,2.17,14.8,4.91,4.01,0.36,0.12,1381.8,40,7.6,60.7,27.7,2.91,46.4
NEON.PLA.D02.SCBI.02392,D02,LITU,14.2,Liriodendron tulipifera L.,415.9,SCBI,38.893934,-78.135517,58,18.98,21.44,0.23,1.62,0.8,9.79,3.14,2.5,0.63,0.14,102.5,53.9,11.8,19.6,21.2,2.12,46.73
NEON.PLA.D02.SCBI.02549,D02,JUNI,24.3,Juglans nigra L.,365.1,SCBI,38.894615,-78.13964,84.5,17.86,16.27,0.14,0.89,1.47,12.56,3.64,3.47,0.39,0.11,499,62.5,8.4,40,28.3,2.4,48.63
NEON.PLA.D02.SCBI.02574,D02,LITU,24.7,Liriodendron tulipifera L.,365.1,SCBI,38.894615,-78.13964,83.6,19.48,18.72,0.125,1.09,0.9,11.97,3.76,2.59,0.6,0.13,1514.75,41.3,8.850000000000001,21.65,28.25,2.28,47.82
NEON.PLA.D02.SCBI.03296,D02,FRAM2,9.7,Fraxinus americana L.,359,SCBI,38.890566,-78.139431,87.8,17.42,26.509999999999998,0.2,0.87,1.27,10.3,2.91,2.65,0.21,0.15,835.6,62.7,5.6,33.2,26.7,2.22,47.56
NEON.PLA.D02.SCBI.03301,D02,JUNI,9.2,Juglans nigra L.,359,SCBI,38.890566,-78.139431,85.2,13.15,15.6,0.17,1.48,1.65,9.58,3.37,3.23,0.28,0.11,31.1,55.5,10.4,32.6,15,2.46,47.57
NEON.PLA.D02.SCBI.10954,D02,VITIS,7.4,Vitis sp.,415.9,SCBI,38.893934,-78.135517,41,9.96,17.44,0.23,1.82,1.37,17,6.44,3.66,0.27,0.16,114.8,54.6,6.4,58.7,23.4,2.89,44.79
NEON.PLA.D02.SCBI.13001,D02,QUVE,27.3,Quercus velutina Lam.,312.6,SCBI,38.896935,-78.146456,107.6,24.84,19.7,0.1,0.66,0.95,9.94,2.83,2.22,0.24,0.11,138.8,45.3,8.6,30.1,29.2,2.09,46.91
NEON.PLA.D02.SCBI.13002,D02,FRAM2,24,Fraxinus americana L.,312.6,SCBI,38.896935,-78.146456,99.2,16.52,22.98,0.17,0.99,1.31,8.86,2.68,2.06,0.28,0.17,312.5,75,8.1,41.8,29.5,1.92,48.87
NEON.PLA.D02.SCBI.13004,D02,QUAL,7,Quercus alba L.,269.8,SCBI,38.900539,-78.161859,86.7,18.81,20.38,0.15,0.58,0.52,11.63,3.58,2.55,0.34,0.12,241.5,38.7,3.6,75.2,12.4,2.55,49
NEON.PLA.D02.SCBI.13006,D02,VITIS,5.9,Vitis sp.,493.3,SCBI,38.88477,-78.12516,39.4,21.04,21.67,0.18,1.11,2.18,7.93,3.4,0.79,0.27,0.14,150.4,119.3,6.8,36.8,31.7,2.545,44.010000000000005
NEON.PLA.D02.SCBI.13008,D02,VITIS,1.8,Vitis sp.,359,SCBI,38.890566,-78.139431,85.7,16.69,14.5,0.2,1.46,0.67,7.24,2.26,2.04,0.37,0.14,123.4,51.1,10.9,20.6,20.6,2.045,46.68
NEON.PLA.D02.SCBI.13010Z,D02,QUMO4,25.7,Quercus montana Willd.,314.3,SCBI,38.874379,-78.163985,54.2,26.14,21.48,0.17,0.36,0.91,14.42,3.91,3.56,0.1,0.12,393.8,56.4,7.9,32.6,18.1,2.26,50.99
NEON.PLA.D02.SCBI.13011,D02,QUMO4,23.9,Quercus montana Willd.,336.7,SCBI,38.887763,-78.147164,81.7,23.33,20.29,0.13,0.37,0.94,11.76,3.41,2.56,0.13,0.15,266.7,65.4,10.8,30.5,18.2,2.66,50.44
NEON.PLA.D02.SCBI.13012,D02,QURU,29,Quercus rubra L.,336.7,SCBI,38.887763,-78.147164,93.2,29.01,19.25,0.16,0.92,0.91,11.51,4.12,2.54,0.31,0.13,471.9,45.7,7.2,43.3,12.7,2.2,49.18
NEON.PLA.D02.SCBI.13013,D02,LITU,16.9,Liriodendron tulipifera L.,366.4,SCBI,38.879732,-78.139901,41.2,12.28,30.16,0.135,1.25,2.245,11.33,4.06,2.47,0.845,0.12,224.3,81.05,11.55,20.6,23.450000000000003,2.17,45.41
NEON.PLA.D02.SCBI.13014,D02,LITU,17.9,Liriodendron tulipifera L.,366.4,SCBI,38.879732,-78.139901,57.1,21.16,24.75,0.14,1.55,1.56,11.93,3.89,2.77,0.64,0.13,199.5,87.7,8.7,20.9,27.4,2.14,45.6
NEON.PLA.D02.SCBI.13015,D02,SASSA,13.9,Sassafras sp.,397,SCBI,38.894261,-78.137200000000007,58,28.68,16.74,0.13,0.62,0.56,13.29,4.14,3.22,0.25,0.16,365.6,72.4,6.4,15,25.6,2.55,50.58
NEON.PLA.D02.SCBI.13017,D02,CATO6,6.3,Carya tomentosa (Lam.) Nutt.,412.1,SCBI,38.884907,-78.13032,42,12.71,25.29,0.18,1.17,1.21,21.33,6.91,4.97,0.35,0.15,99.8,53.7,5,40.8,22.2,2.78,46.43
NEON.PLA.D02.SCBI.13018,D02,QURU,14.9,Quercus rubra L.,567.7,SCBI,38.883305,-78.120382,89.4,26.64,18.93,0.12,0.67,1.04,13.76,4.59,3,0.18,0.11,1320,50.7,8.7,48,69.7,2.14,50.27
NEON.PLA.D02.SCBI.13019,D02,SASSA,6.1,Sassafras sp.,567.7,SCBI,38.883305,-78.120382,38.5,24.87,21.12,0.15,0.77,1.15,19.61,6.74,4.41,0.24,0.2,1002.9,61.2,6.2,27.7,29.4,2.89,49.62
NEON.PLA.D02.SERC.08010,D02,ACRU,23.6,Acer rubrum L.,19.1,SERC,38.880974,-76.55872,69.8,9.82,12.03,0.133,0.591,0.671,3.19,2.02,0.52,0.198,0.112,129.8,53.4,6.9,45.4,20.2,1.1,45.3
NEON.PLA.D02.SERC.08020,D02,CATO6,25.1,Carya tomentosa (Lam.) Nutt.,19.1,SERC,38.880974,-76.55872,62.7,9.91,18.2,0.121,0.849,1.052,3.37,1.55,0.61,0.496,0.131,552.6,66.9,7.7,77.7,57.4,2.8,51.2
NEON.PLA.D02.SERC.09556,D02,LIST2,13.3,Liquidambar styraciflua L.,10.7,SERC,38.890806,-76.553978,90.1,10.05,12.31,0.204,0.85,0.895,3.72,2.72,0.37,0.266,0.157,1473.5,76.5,5.5,35.8,39.4,1.5,47.7
NEON.PLA.D02.SERC.09571,D02,ACRU,13.3,Acer rubrum L.,10.7,SERC,38.890806,-76.553978,62.8,8.81,13.01,0.285,0.727,0.601,4.22,2.26,0.81,0.169,0.144,810.2,62.1,7.1,37,22.6,1.4,46.5
NEON.PLA.D02.SERC.09660,D02,LITU,28.6,Liriodendron tulipifera L.,5.7,SERC,38.885634,-76.5602,63.9,8.63,14.38,0.219,1.775,1.825,5.01,2.29,0.97,0.509,0.206,497.6,67.1,6.7,44.4,18.8,2,44
NEON.PLA.D02.SERC.09827,D02,QUAL,17.6,Quercus alba L.,3.5,SERC,38.886501,-76.561507,72.2,10.31,15.97,0.129,0.744,0.728,3.62,2.3,0.47,0.159,0.126,299.8,66.7,7.5,57.3,15.5,1.7,48.3
NEON.PLA.D02.SERC.09839,D02,LIST2,25.6,Liquidambar styraciflua L.,3.5,SERC,38.886501,-76.561507,55.7,14.76,17.46,0.168,1.043,1.394,3.83,2.08,0.58,0.326,0.132,1178.2,59.3,4.4,47.4,58.4,1.3,47.2
NEON.PLA.D02.SERC.09843,D02,FAGR,12.4,Fagus grandifolia Ehrh.,3.5,SERC,38.886501,-76.561507,39,16.69,24.52,0.102,0.925,0.487,4.61,2.02,0.75,0.127,0.154,415.1,83.1,5.1,50.1,19.2,1.8,47.6
NEON.PLA.D02.SERC.11262,D02,LIST2,2.6,Liquidambar styraciflua L.,11.4,SERC,38.895032,-76.558913,62.6,11.65,15.18,0.161,0.56,1.243,3.73,2.92,0.16,0.38,0.142,548.7,51.8,5.9,25.7,44,1.3,47.3
NEON.PLA.D02.SERC.11271,D02,LITU,25.6,Liriodendron tulipifera L.,11.4,SERC,38.895032,-76.558913,82.4,15.58,15.16,0.167,1.174,1.27,4.84,4.53,0.32,0.325,0.156,88.9,58.1,6.3,35.1,19.3,1.4,49.8
NEON.PLA.D02.SERC.11273,D02,QUAL,23.4,Quercus alba L.,11.4,SERC,38.895032,-76.558913,81.3,11.12,15.24,0.138,0.654,0.923,4.22,2.08,0.62,0.133,0.117,134.7,65.5,5.8,52.4,14.6,1.9,47.9
NEON.PLA.D02.SERC.11313,D02,FAGR,9.1,Fagus grandifolia Ehrh.,10.8,SERC,38.899874,-76.543769,59.8,14.62,18.74,0.149,0.989,0.8,2.63,1.2,0.78,0.159,0.153,531.3,81.6,4.3,70.7,23.8,1.8,48.4
NEON.PLA.D02.SERC.11405,D02,LITU,26.3,Liriodendron tulipifera L.,3.5,SERC,38.881089,-76.547316,69.7,13.3,15.11,0.152,0.702,3.313,7.38,4.21,1.2,0.452,0.162,109.7,60.5,6.4,50.7,13.8,2.1,45.3
NEON.PLA.D02.SERC.11409,D02,LIST2,27.2,Liquidambar styraciflua L.,3.5,SERC,38.881089,-76.547316,94.2,10.84,11.05,0.145,0.756,0.621,4.52,2.27,0.66,0.24,0.126,105.7,42.9,8.7,38.8,23,1.2,46.3
NEON.PLA.D02.SERC.11491,D02,CATO6,19.2,Carya tomentosa (Lam.) Nutt.,22.5,SERC,38.897569,-76.561177,107.5,10.26,17.43,0.111,0.734,1.629,4.84,2.03,0.52,0.361,0.157,581.3,100.3,8,51.3,28.1,1.7,46.4
NEON.PLA.D02.SERC.11495,D02,LITU,26.2,Liriodendron tulipifera L.,22.5,SERC,38.897569,-76.561177,69.7,15.13,15.56,0.152,1.646,2.139,4.41,1.86,1,0.63,0.16,147.9,91.9,7.5,36.8,14.6,1.9,47.1
NEON.PLA.D02.SERC.11496,D02,FAGR,5.5,Fagus grandifolia Ehrh.,22.5,SERC,38.897569,-76.561177,34.8,20.97,25.04,0.131,0.773,0.831,3.68,1.7,0.74,0.25,0.168,362.5,111.2,7.3,55,25.1,2.4,48.7
NEON.PLA.D02.SERC.12785,D02,LIST2,28.3,Liquidambar styraciflua L.,7.6,SERC,38.86869,-76.533595,68,13.78,16.07,0.129,0.902,0.919,4.46,3.71,0.18,0.208,0.118,256.5,66.4,5,34.1,33.5,1.6,46.7
